submission_num,submission_date,state,total_cases,confirmed_cases,probable_cases,new_case,probable_new_cases,consent_cases,consent_deaths,total_deaths,confirmed_deaths,probable_deaths,new_deaths,probable_new_deaths
16026,10/15/2020,CA,858401,858401,0,3329,0,Agree,Agree,16621,16621,0,99,0
10157,7/9/2020,ID,9428,8740,688,459,26,Agree,Agree,100,80,20,2,0
695,2/2/2020,NH,0,NULL,NULL,0,NULL,Not agree,Not agree,0,NULL,NULL,0,NULL
37457,10/7/2021,ID,265982,211264,54718,1321,358,Agree,Agree,3064,2591,473,24,3
7898,6/1/2020,NV,8688,8688,0,78,-17,Agree,NULL,421,NULL,NULL,-17,-17
5635,4/24/2020,VI,54,NULL,NULL,0,0,NULL,NULL,3,NULL,NULL,0,0
33666,8/5/2021,CA,4067174,3899158,168016,13042,3525,Agree,Agree,64206,64206,0,56,0
7208,5/21/2020,CT,39208,37189,2019,191,39,Agree,Agree,3582,2777,805,53,6
23646,2/19/2021,CA,3428518,3428518,0,6798,0,Agree,Agree,47973,47973,0,436,0
21608,1/16/2021,CT,223422,210193,13229,0,0,Agree,Agree,6594,5355,1239,0,0
29755,5/31/2021,VI,3458,NULL,NULL,4,0,NULL,NULL,27,NULL,NULL,0,0
10948,7/22/2020,MO,46641,NULL,NULL,1166,10,Not agree,Not agree,1281,NULL,NULL,10,0
18190,11/20/2020,DE,31482,30199,1283,519,1,Agree,Agree,746,655,91,4,1
5059,4/15/2020,IN,8955,NULL,NULL,428,0,Not agree,Agree,434,434,0,49,0
39194,11/5/2021,GU,18624,NULL,NULL,38,38,Not agree,Not agree,248,NULL,NULL,0,0
36985,9/29/2021,ME,89989,64237,25752,925,299,Agree,Agree,1022,946,76,0,0
30458,6/12/2021,NV,327286,327286,0,146,0,Agree,NULL,5622,NULL,NULL,6,0
17305,11/5/2020,ME,7444,6565,879,184,36,Agree,Agree,150,149,1,0,0
27868,4/30/2021,MO,585673,NULL,NULL,848,220,Not agree,Not agree,8959,NULL,NULL,6,0
20314,12/25/2020,NE,161178,NULL,NULL,682,0,Not agree,Not agree,1558,NULL,NULL,-10,0
27535,4/24/2021,VI,3083,NULL,NULL,3,0,NULL,NULL,27,NULL,NULL,0,0
31888,7/6/2021,MO,626096,NULL,NULL,1633,453,Not agree,Not agree,9375,NULL,NULL,35,0
24434,3/4/2021,GU,7748,NULL,NULL,1,0,Not agree,Not agree,133,NULL,NULL,2,0
28255,5/6/2021,VI,3194,NULL,NULL,16,0,NULL,NULL,27,NULL,NULL,0,0
10831,7/20/2020,MT,2621,2621,0,88,0,Agree,Agree,39,39,0,2,0
5178,4/17/2020,IL,27575,NULL,NULL,1842,NULL,Agree,Agree,1134,NULL,NULL,62,NULL
9895,7/4/2020,VI,111,NULL,NULL,0,0,NULL,NULL,6,NULL,NULL,0,0
3368,3/18/2020,CT,96,NULL,NULL,28,NULL,Agree,Agree,1,NULL,NULL,1,NULL
32850,7/22/2021,MS,333180,203219,129961,1317,594,Agree,Agree,7648,5276,2372,6,1
34890,8/25/2021,MS,423599,250766,172833,3425,1454,Agree,Agree,8214,5622,2592,27,6
1016,2/7/2020,VT,0,NULL,NULL,0,NULL,Not agree,Not agree,0,NULL,NULL,0,NULL
39490,11/10/2021,DE,146484,134069,12415,277,14,Agree,Agree,2125,1947,178,1,0
36094,9/14/2021,NE,255611,255611,0,635,0,Agree,Agree,2365,2365,0,3,0
14758,9/23/2020,WI,112222,105932,6290,1895,133,Agree,Agree,1268,1259,9,9,1
24655,3/7/2021,VI,2735,NULL,NULL,0,0,NULL,NULL,25,NULL,NULL,0,0
475,1/29/2020,VI,0,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,NULL
35970,9/12/2021,MS,464075,269907,194168,1255,523,Agree,Agree,8976,6074,2902,19,9
12956,8/24/2020,VT,1430,NULL,NULL,8,0,Not agree,Not agree,57,NULL,NULL,0,0
178,1/24/2020,WI,0,NULL,NULL,0,NULL,Agree,Agree,0,NULL,NULL,0,NULL
33872,8/8/2021,NC,1091895,924538,167357,2952,460,Agree,Agree,13881,12231,1650,17,2
26194,4/2/2021,NE,211779,NULL,NULL,345,0,Not agree,Not agree,2181,NULL,NULL,0,0
17402,11/7/2020,AL,201749,172176,29573,1376,104,Agree,Agree,4731,4046,685,17,2
30968,6/21/2021,CT,348757,319132,29625,32,4,Agree,Agree,8268,6795,1473,-2,-2
19870,12/18/2020,DE,50639,48770,1869,1047,18,Agree,Agree,854,755,99,9,-1
14431,9/18/2020,MT,10164,10164,0,292,0,Agree,Agree,156,156,0,12,0
23313,2/13/2021,ND,98597,93789,4808,46,21,Agree,Not agree,1431,NULL,NULL,0,0
22106,1/24/2021,MI,643425,588331,55094,1195,195,Agree,Agree,15499,14583,916,44,6
14786,9/24/2020,MI,236359,214222,22137,1222,132,Agree,Agree,7050,6720,330,11,0
23126,2/10/2021,MI,667512,608255,59257,1527,271,Agree,Agree,16199,15229,970,33,3
9859,7/4/2020,IN,47432,NULL,NULL,517,0,Not agree,Agree,2671,2486,185,6,0
21656,1/16/2021,VT,9226,NULL,NULL,168,0,Not agree,Not agree,166,NULL,NULL,2,0
37225,10/3/2021,ME,91916,65598,26318,448,144,Agree,Agree,1030,955,75,4,0
20156,12/22/2020,VT,6212,NULL,NULL,67,1,Not agree,Not agree,125,NULL,NULL,6,0
1219,2/11/2020,IN,0,NULL,NULL,0,NULL,Not agree,Agree,0,NULL,NULL,0,NULL
5005,4/14/2020,ME,734,NULL,NULL,36,NULL,Agree,Agree,20,NULL,NULL,1,NULL
32371,7/14/2021,MT,114508,102130,12378,93,17,Agree,Agree,1683,1683,0,7,0
30254,6/9/2021,GU,8230,NULL,NULL,6,1,Not agree,Not agree,139,NULL,NULL,0,0
4834,4/11/2020,NE,709,NULL,NULL,61,0,Not agree,Not agree,17,NULL,NULL,0,0
26222,4/3/2021,AL,516896,404341,112555,182,38,Agree,Agree,10972,8744,2228,12,2
31334,6/27/2021,GU,8344,NULL,NULL,6,0,Not agree,Not agree,140,NULL,NULL,1,0
29666,5/30/2021,MI,996520,892039,104481,261,25,Agree,Agree,20580,19357,1223,31,2
4157,3/31/2020,ID,525,NULL,NULL,110,NULL,Agree,Agree,9,NULL,NULL,2,NULL
10294,7/11/2020,NE,20944,NULL,NULL,205,0,Not agree,Not agree,285,NULL,NULL,0,0
28517,5/11/2021,ID,189361,151635,37726,233,105,Agree,Agree,2058,1796,262,-3,-2
15439,10/5/2020,IN,125976,NULL,NULL,830,0,Not agree,Agree,3680,3463,217,8,0
27095,4/17/2021,NH,91279,NULL,NULL,369,133,Not agree,Not agree,1266,NULL,NULL,0,0
21870,1/20/2021,MS,261557,167849,93708,1824,1157,Agree,Agree,6409,4593,1816,25,14
9748,7/2/2020,MO,27251,NULL,NULL,948,13,Not agree,Not agree,1117,NULL,NULL,5,0
3210,3/15/2020,MS,306,299,7,71,1,Agree,Agree,28,27,1,5,0
39115,11/3/2021,VI,7251,NULL,NULL,18,0,NULL,NULL,82,NULL,NULL,1,0
29398,5/25/2021,WI,673023,608959,64064,432,56,Agree,Agree,7760,6998,762,11,3
24838,3/10/2021,WI,623150,567850,55300,706,190,Agree,Agree,7150,6524,626,16,2
3566,3/21/2020,MI,7566,7413,153,852,18,Agree,Agree,26,21,5,9,1
32530,7/17/2021,DE,110339,102626,7713,69,17,Agree,Agree,1697,1551,146,0,0
16210,10/18/2020,DE,23364,22278,1086,104,3,Agree,Agree,666,585,81,2,0
25948,3/29/2021,MO,567024,NULL,NULL,720,270,Not agree,Not agree,8788,NULL,NULL,10,0
19436,12/10/2020,VT,5099,NULL,NULL,123,3,Not agree,Not agree,96,NULL,NULL,2,0
8216,6/6/2020,VT,959,NULL,NULL,17,0,Not agree,Not agree,54,NULL,NULL,0,0
3091,3/13/2020,MT,1,NULL,NULL,0,NULL,Agree,Agree,0,NULL,NULL,0,NULL
22315,1/27/2021,VI,2373,NULL,NULL,0,0,NULL,NULL,24,NULL,NULL,0,0
2554,3/4/2020,NE,0,NULL,NULL,0,0,Not agree,Not agree,0,NULL,NULL,0,0
23018,2/8/2021,NV,284590,284590,0,548,0,Agree,NULL,4522,NULL,NULL,2,0
37284,10/4/2021,MD,537976,NULL,NULL,1727,0,NULL,NULL,10513,10282,231,35,0
37375,10/5/2021,VI,6873,NULL,NULL,32,0,NULL,NULL,72,NULL,NULL,0,0
18055,11/17/2020,VI,1463,NULL,NULL,13,0,NULL,NULL,23,NULL,NULL,0,0
1825,2/21/2020,ME,0,NULL,NULL,0,NULL,Agree,Agree,0,NULL,NULL,0,NULL
955,2/6/2020,VI,0,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,NULL
16944,10/30/2020,MD,145281,NULL,NULL,967,0,NULL,NULL,4282,4123,159,11,1
10524,7/15/2020,MD,75664,NULL,NULL,648,0,NULL,NULL,3460,3323,137,11,0
18391,11/23/2020,MT,56381,56381,0,701,0,Agree,Agree,614,614,0,11,0
8458,6/10/2020,WI,21593,21593,0,285,0,Agree,Agree,671,671,0,10,0
13639,9/5/2020,IN,98961,NULL,NULL,1077,0,Not agree,Agree,3343,3129,214,12,1
572,1/31/2020,NC,0,NULL,NULL,0,NULL,Agree,Agree,0,NULL,NULL,0,NULL
32395,7/14/2021,VI,4104,NULL,NULL,33,0,NULL,NULL,32,NULL,NULL,0,0
31088,6/23/2021,CT,348840,319190,29650,38,13,Agree,Agree,8271,6797,1474,0,0
22218,1/26/2021,IL,1108430,1108430,0,3667,0,Agree,Agree,20853,18883,1970,109,24
36204,9/16/2021,MD,516784,NULL,NULL,1525,0,NULL,NULL,10250,10023,227,12,0
37292,10/4/2021,NC,1410902,1191729,219173,3563,474,Agree,Agree,16719,14695,2024,40,5
20372,12/26/2020,NC,530218,482123,48095,968,237,Agree,Agree,7467,6951,516,74,13
23215,2/11/2021,VI,2524,NULL,NULL,19,0,NULL,NULL,25,NULL,NULL,0,0
19098,12/5/2020,IL,779975,779975,0,9887,0,Agree,Agree,14017,13179,838,235,30
19164,12/6/2020,MD,217329,NULL,NULL,2302,0,NULL,NULL,5108,4932,176,41,1
14912,9/26/2020,NC,208719,203254,5465,1356,138,Agree,Agree,3712,3672,40,27,1
35912,9/11/2021,NC,1310397,1107709,202688,6893,1101,Agree,Agree,15518,13638,1880,59,7
6246,5/5/2020,CA,56212,56212,0,1275,0,Agree,Agree,2221,2221,0,43,0
9093,6/21/2020,ND,3288,3288,0,37,0,Agree,Not agree,77,NULL,NULL,1,0
27934,5/1/2021,NE,220355,NULL,NULL,89,0,Not agree,Not agree,2245,NULL,NULL,0,0
32294,7/13/2021,GU,8471,NULL,NULL,4,0,Not agree,Not agree,142,NULL,NULL,0,0
33619,8/4/2021,IN,777417,NULL,NULL,1731,0,Not agree,Agree,14031,13602,429,14,0
4562,4/7/2020,AL,2301,2226,75,229,4,Agree,Agree,108,102,6,13,1
35335,9/1/2021,VI,5934,NULL,NULL,10,0,NULL,NULL,56,NULL,NULL,1,0
1437,2/14/2020,WA,1,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,0,NULL
194,1/25/2020,GU,0,NULL,NULL,0,NULL,Not agree,Not agree,0,NULL,NULL,0,NULL
18598,11/26/2020,WI,398104,374537,23567,5666,571,Agree,Agree,3415,3240,175,72,10
37704,10/11/2021,MD,545439,NULL,NULL,1220,0,NULL,NULL,10627,10397,230,34,0
38354,10/22/2021,GU,17508,NULL,NULL,36,0,Not agree,Not agree,227,NULL,NULL,0,0
22934,2/7/2021,GU,7664,NULL,NULL,28,0,Not agree,Not agree,130,NULL,NULL,1,0
28168,5/5/2021,MO,588760,NULL,NULL,629,244,Not agree,Not agree,8976,NULL,NULL,1,0
25797,3/26/2021,WA,359582,NULL,NULL,1096,148,NULL,NULL,5218,NULL,NULL,5,0
34110,8/12/2021,MS,381147,229180,151967,5023,2504,Agree,Agree,7900,5443,2457,10,10
24812,3/10/2021,NC,881082,764219,116863,1623,433,Agree,Agree,12433,10989,1444,21,4
14935,9/26/2020,VI,1317,NULL,NULL,21,0,NULL,NULL,19,NULL,NULL,0,0
38314,10/21/2021,NE,279450,213847,65603,474,287,Agree,Agree,2938,2466,472,10,5
21626,1/16/2021,MI,629339,576507,52832,1547,225,Agree,Agree,15043,14167,876,66,4
10738,7/18/2020,WI,45099,41485,3614,1031,53,Agree,Agree,850,843,7,10,0
12062,8/10/2020,AL,102089,97392,4697,926,273,Agree,Agree,2728,2443,285,43,5
11646,8/3/2020,CA,514901,514901,0,5739,0,Agree,Agree,9326,9326,0,74,0
24451,3/4/2021,MT,100531,95413,5118,180,23,Agree,Agree,1375,1375,0,2,0
31355,6/27/2021,NH,99437,NULL,NULL,17,15,Not agree,Not agree,1371,NULL,NULL,0,0
28764,5/15/2021,MD,456004,NULL,NULL,369,0,NULL,NULL,9485,9273,212,3,0
25999,3/30/2021,IN,686874,NULL,NULL,739,0,Not agree,Agree,13011,12612,399,10,0
3314,3/17/2020,GU,5,NULL,NULL,0,NULL,Not agree,Not agree,0,NULL,NULL,0,NULL
8298,6/8/2020,IL,129139,128415,724,1382,724,Agree,Agree,6102,5924,178,198,178
1675,2/18/2020,VI,0,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,NULL
9897,7/4/2020,WA,35252,NULL,NULL,351,0,NULL,NULL,1354,NULL,NULL,2,0
12559,8/18/2020,IN,81847,NULL,NULL,841,0,Not agree,Agree,3153,2949,204,30,2
19135,12/5/2020,VI,1649,NULL,NULL,16,0,NULL,NULL,23,NULL,NULL,0,0
3152,3/14/2020,NC,95,95,0,57,0,Agree,Agree,1,1,0,0,0
24755,3/9/2021,NH,77252,NULL,NULL,192,113,Not agree,Not agree,1185,NULL,NULL,1,0
1435,2/14/2020,VI,0,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,NULL
38373,10/22/2021,ND,144559,124386,20173,471,133,Agree,Not agree,1718,NULL,NULL,4,0
12994,8/25/2020,NE,32413,NULL,NULL,156,0,Not agree,Not agree,383,NULL,NULL,0,0
5494,4/22/2020,NE,1813,NULL,NULL,60,0,Not agree,Not agree,42,NULL,NULL,4,0
7397,5/24/2020,ID,2626,2387,239,0,0,Agree,Agree,79,59,20,0,0
16630,10/25/2020,DE,24331,23213,1118,203,4,Agree,Agree,685,604,81,5,0
35310,9/1/2021,MS,443511,259905,183606,3850,2348,Agree,Agree,8507,5793,2714,17,3
22524,1/31/2021,MD,355636,NULL,NULL,1163,0,NULL,NULL,7600,7403,197,31,1
11697,8/3/2020,WA,58776,NULL,NULL,551,0,NULL,NULL,1600,NULL,NULL,4,0
14318,9/16/2020,NV,74442,74248,194,434,0,Agree,NULL,1529,NULL,NULL,38,0
37115,10/1/2021,NH,120763,NULL,NULL,495,0,Not agree,Not agree,1481,NULL,NULL,0,0
5395,4/20/2020,VI,54,NULL,NULL,1,NULL,NULL,NULL,3,NULL,NULL,0,NULL
9144,6/22/2020,MD,65007,NULL,NULL,404,0,NULL,NULL,3203,3073,130,16,0
30608,6/15/2021,CT,348521,318942,29579,56,19,Agree,Agree,8263,6791,1472,0,0
30478,6/12/2021,WI,676141,611595,64546,66,5,Agree,Agree,8013,7206,807,0,0
4884,4/12/2020,MD,8936,NULL,NULL,1242,NULL,NULL,NULL,338,321,17,37,6
35035,8/27/2021,VI,5774,NULL,NULL,14,0,NULL,NULL,53,NULL,NULL,0,0
1510,2/16/2020,DE,0,NULL,NULL,0,NULL,Agree,Agree,0,NULL,NULL,0,NULL
21177,1/8/2021,WA,268531,NULL,NULL,4608,513,NULL,NULL,3699,NULL,NULL,65,0
23294,2/13/2021,GU,7689,NULL,NULL,0,0,Not agree,Not agree,130,NULL,NULL,0,0
22495,1/30/2021,VI,2421,NULL,NULL,14,0,NULL,NULL,24,NULL,NULL,0,0
39152,11/4/2021,NC,1487656,1252944,234712,2201,608,Agree,Agree,18211,16015,2196,20,1
38973,11/1/2021,ND,149207,127072,22135,813,461,Agree,Not agree,1774,NULL,NULL,12,0
30392,6/11/2021,NC,1004856,856029,148827,438,126,Agree,Agree,13459,11865,1594,9,3
24619,3/7/2021,IN,668278,NULL,NULL,759,0,Not agree,Agree,12703,12310,393,10,0
3145,3/14/2020,ME,5,NULL,NULL,4,NULL,Agree,Agree,0,NULL,NULL,0,NULL
27218,4/19/2021,NV,310933,310933,0,233,0,Agree,NULL,5368,NULL,NULL,1,0
15504,10/6/2020,MD,128644,NULL,NULL,440,0,NULL,NULL,4104,3947,157,7,0
31105,6/23/2021,ME,68889,50385,18504,25,-6,Agree,Agree,856,825,31,2,1
13557,9/3/2020,WA,76558,NULL,NULL,562,27,NULL,NULL,1945,NULL,NULL,10,0
37135,10/1/2021,VI,6786,NULL,NULL,28,0,NULL,NULL,71,NULL,NULL,0,0
35853,9/10/2021,ND,122351,110121,12230,502,110,Agree,Not agree,1573,NULL,NULL,2,0
37858,10/13/2021,WI,847006,759278,87728,2904,481,Agree,Agree,9124,8217,907,23,0
5305,4/19/2020,ME,867,867,0,20,0,Agree,Agree,34,34,0,2,0
39019,11/2/2021,IN,1023980,NULL,NULL,1371,0,Not agree,Agree,16777,16225,552,48,0
28712,5/14/2021,NC,987595,843328,144267,1041,237,Agree,Agree,13199,11641,1558,15,4
26578,4/8/2021,WI,642757,582843,59914,1115,69,Agree,Agree,7370,6667,703,14,0
33079,7/26/2021,IN,766351,NULL,NULL,635,0,Not agree,Agree,13956,13528,428,0,0
1654,2/18/2020,NE,0,NULL,NULL,0,NULL,Agree,Agree,0,NULL,NULL,0,NULL
33778,8/6/2021,WI,695245,628008,67237,1312,188,Agree,Agree,8300,7448,852,-5,0
38971,11/1/2021,MT,176976,148395,28581,1129,385,Agree,Agree,2366,2366,0,20,0
37394,10/6/2021,GU,15927,NULL,NULL,138,59,Not agree,Not agree,210,NULL,NULL,0,0
13028,8/26/2020,CT,52220,50134,2086,180,17,Agree,Agree,4463,3579,884,0,1
32358,7/14/2021,IL,1398409,1398409,0,742,0,Agree,Agree,25803,23343,2460,10,3
2337,2/29/2020,WA,1,NULL,NULL,0,0,NULL,NULL,1,NULL,NULL,1,NULL
7053,5/18/2020,ND,1931,1931,0,31,0,Agree,Not agree,44,NULL,NULL,1,0
34677,8/21/2021,WA,531239,NULL,NULL,2786,498,NULL,NULL,6365,NULL,NULL,9,0
11013,7/23/2020,ND,5614,5614,0,121,0,Agree,Not agree,99,NULL,NULL,2,0
37975,10/15/2021,VI,7045,NULL,NULL,25,0,NULL,NULL,78,NULL,NULL,0,0
16404,10/21/2020,MD,137979,NULL,NULL,743,0,NULL,NULL,4206,4049,157,8,0
39254,11/6/2021,GU,18639,NULL,NULL,15,-38,Not agree,Not agree,248,NULL,NULL,0,0
18777,11/29/2020,WA,167333,NULL,NULL,2108,62,NULL,NULL,2704,NULL,NULL,1,0
17650,11/11/2020,DE,27692,26485,1207,197,7,Agree,Agree,724,637,87,0,0
10645,7/17/2020,ME,3644,3250,394,8,-3,Agree,Agree,117,116,1,2,0
6750,5/13/2020,MS,11925,11836,89,276,2,Agree,Agree,782,769,13,13,0
17418,11/7/2020,IL,477978,477978,0,12438,0,Agree,Agree,10488,10154,334,91,16
35959,9/12/2021,IN,906622,NULL,NULL,3389,0,Not agree,Agree,14838,14381,457,0,0
14358,9/17/2020,IL,270302,268207,2095,2056,0,Agree,Agree,8624,8392,232,25,0
2695,3/6/2020,VI,0,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,NULL
27318,4/21/2021,IL,1309552,1309552,0,2765,0,Agree,Agree,24018,21722,2296,29,1
5012,4/14/2020,NC,5548,5543,5,282,0,Agree,Agree,142,142,0,17,0
5375,4/20/2020,NH,1447,NULL,NULL,55,0,Not agree,Not agree,42,NULL,NULL,1,0
5126,4/16/2020,MI,38426,36930,1496,1135,86,Agree,Agree,2874,2702,172,170,6
37053,9/30/2021,ND,132808,116738,16070,650,301,Agree,Not agree,1611,NULL,NULL,0,0
21750,1/18/2021,MS,257766,166462,91304,1231,675,Agree,Agree,6350,4565,1785,34,16
14430,9/18/2020,MS,95530,88173,7357,487,102,Agree,Agree,3128,2860,268,12,1
39246,11/6/2021,CA,4937188,4688285,248903,0,0,Agree,Not agree,71852,NULL,NULL,0,0
16595,10/24/2020,NH,10238,NULL,NULL,126,16,Not agree,Not agree,473,NULL,NULL,2,0
2226,2/28/2020,CA,33,33,0,0,0,Agree,Agree,0,0,0,0,0
32338,7/13/2021,WI,679180,614057,65123,236,74,Agree,Agree,8189,7360,829,4,1
29254,5/23/2021,NE,223141,NULL,NULL,22,0,Not agree,Not agree,2249,NULL,NULL,0,0
27455,4/23/2021,NH,93231,NULL,NULL,320,111,Not agree,Not agree,1281,NULL,NULL,7,1
20010,12/20/2020,MS,198310,141389,56921,1099,673,Agree,Agree,5141,4016,1125,25,12
1930,2/23/2020,DE,0,NULL,NULL,0,NULL,Agree,Agree,0,NULL,NULL,0,NULL
4650,4/8/2020,MS,3495,3472,23,178,1,Agree,Agree,240,239,1,12,0
39297,11/6/2021,WA,737698,NULL,NULL,0,0,NULL,NULL,8798,NULL,NULL,0,0
31976,7/7/2021,VT,22856,NULL,NULL,8,-1,Not agree,Not agree,250,NULL,NULL,0,0
22206,1/26/2021,CA,3153186,3153186,0,17028,0,Agree,Agree,36660,36660,0,212,0
182,1/25/2020,AL,0,0,0,0,0,Agree,Agree,0,0,0,0,0
7830,5/31/2020,MS,17447,17319,128,223,2,Agree,Agree,1020,1003,17,11,0
13828,9/8/2020,MO,102029,NULL,NULL,2354,81,Not agree,Not agree,2020,NULL,NULL,18,0
22758,2/4/2021,IL,1137559,1137559,0,3328,0,Agree,Agree,21497,19444,2053,77,8
6370,5/7/2020,DE,6376,6161,215,174,1,Agree,Agree,213,202,11,20,11
3565,3/21/2020,ME,70,NULL,NULL,14,NULL,Agree,Agree,0,NULL,NULL,0,NULL
6356,5/6/2020,VT,833,NULL,NULL,3,0,Not agree,Not agree,52,NULL,NULL,1,0
10877,7/21/2020,ID,15822,14860,962,556,33,Agree,Agree,126,103,23,4,1
20359,12/26/2020,IN,492174,NULL,NULL,3853,0,Not agree,Agree,7775,7477,298,31,1
28555,5/11/2021,VI,3244,NULL,NULL,11,0,NULL,NULL,27,NULL,NULL,0,0
26484,4/7/2021,MD,421823,NULL,NULL,2768,0,NULL,NULL,8936,8729,207,15,0
384,1/28/2020,MD,0,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,NULL
25497,3/21/2021,WA,355320,NULL,NULL,698,100,NULL,NULL,5174,NULL,NULL,0,0
18332,11/22/2020,NC,346772,326425,20347,2062,270,Agree,Agree,5528,5350,178,39,8
35434,9/3/2021,NE,247767,NULL,NULL,447,0,Not agree,Not agree,2347,NULL,NULL,0,0
30098,6/6/2021,NV,325810,325810,0,209,0,Agree,NULL,5600,NULL,NULL,0,0
36674,9/24/2021,GU,14279,NULL,NULL,31,0,Not agree,Not agree,184,NULL,NULL,0,0
17185,11/3/2020,ME,7077,6241,836,151,47,Agree,Agree,150,149,1,2,0
28279,5/7/2021,IN,727764,NULL,NULL,1164,0,Not agree,Agree,13370,12957,413,18,1
11774,8/5/2020,GU,397,NULL,NULL,8,0,Not agree,Not agree,5,NULL,NULL,0,0
23438,2/15/2021,NV,288739,288739,0,391,0,Agree,NULL,4720,NULL,NULL,11,0
368,1/28/2020,CT,0,NULL,NULL,0,NULL,Agree,Agree,0,NULL,NULL,0,NULL
13508,9/3/2020,CT,53209,51076,2133,101,3,Agree,Agree,4468,3583,885,1,0
23968,2/24/2021,MO,549175,NULL,NULL,605,227,Not agree,Not agree,8523,NULL,NULL,11,0
17098,11/1/2020,WI,241423,228863,12560,3553,60,Agree,Agree,2110,2047,63,18,2
8095,6/4/2020,VI,71,NULL,NULL,1,0,NULL,NULL,6,NULL,NULL,0,0
31557,6/30/2021,WA,451595,NULL,NULL,347,71,NULL,NULL,5930,NULL,NULL,10,0
4150,3/31/2020,DE,414,412,2,70,0,Agree,Agree,10,NULL,NULL,3,NULL
30019,6/5/2021,IN,746554,NULL,NULL,419,0,Not agree,Agree,13669,13251,418,24,1
19345,12/9/2020,ME,14861,13033,1828,406,52,Agree,Agree,246,244,2,0,0
35072,8/28/2021,NC,1215626,1027710,187916,7435,1125,Agree,Agree,14684,12916,1768,58,8
4922,4/13/2020,AL,3862,3769,93,202,2,Agree,Agree,168,160,8,8,0
8110,6/5/2020,DE,10022,9131,891,76,0,Agree,Agree,390,366,24,2,0
88,1/23/2020,MO,0,NULL,NULL,0,NULL,Not agree,Not agree,0,NULL,NULL,0,NULL
19868,12/18/2020,CT,162782,153203,9579,2680,26,Agree,Agree,5581,4514,1067,29,4
25566,3/23/2021,CA,3549101,3549101,0,1823,0,Agree,Agree,56596,56596,0,51,0
24978,3/13/2021,IL,1207847,1207847,0,1675,0,Agree,Agree,23188,20924,2264,25,2
11937,8/7/2020,WA,61697,NULL,NULL,723,9,NULL,NULL,1672,NULL,NULL,19,0
22574,2/1/2021,GU,7610,NULL,NULL,2,0,Not agree,Not agree,129,NULL,NULL,0,0
30,1/22/2020,MS,0,NULL,NULL,0,NULL,Agree,Agree,0,NULL,NULL,0,NULL
13918,9/9/2020,WI,88590,83334,5256,913,56,Agree,Agree,1191,1183,8,15,0
9510,6/28/2020,MS,31140,30804,336,396,14,Agree,Agree,1369,1346,23,10,0
1952,2/23/2020,NC,0,NULL,NULL,0,NULL,Agree,Agree,0,NULL,NULL,0,NULL
4555,4/6/2020,VI,43,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,0,NULL
17253,11/4/2020,ND,49837,49837,0,1536,0,Agree,Not agree,596,NULL,NULL,28,0
5725,4/26/2020,ME,1023,1005,18,33,18,Agree,Agree,50,50,0,0,0
29654,5/30/2021,GU,8168,NULL,NULL,4,0,Not agree,Not agree,139,NULL,NULL,0,0
15144,9/30/2020,MD,125510,NULL,NULL,785,0,NULL,NULL,4064,3908,156,2,0
12314,8/14/2020,GU,502,NULL,NULL,0,0,Not agree,Not agree,5,NULL,NULL,0,0
18994,12/3/2020,NE,133870,NULL,NULL,2134,0,Not agree,Not agree,1159,NULL,NULL,31,0
22951,2/7/2021,MT,95790,95790,0,73,0,Agree,Agree,1314,1314,0,2,0
36144,9/15/2021,MD,515259,NULL,NULL,1330,0,NULL,NULL,10238,10011,227,21,0
17731,11/12/2020,MT,43031,43031,0,961,0,Agree,Agree,472,472,0,0,0
24271,3/1/2021,MT,100003,100003,0,49,0,Agree,Agree,1357,1357,0,0,0
16938,10/30/2020,IL,408660,402401,6259,8489,1546,Agree,Agree,9994,9711,283,49,13
9392,6/26/2020,NC,65304,65232,72,1955,9,Agree,Agree,1390,1390,0,17,0
31938,7/7/2021,IL,1394235,1394235,0,462,0,Agree,Agree,25733,23278,2455,6,0
2095,2/25/2020,VI,0,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,NULL
10579,7/16/2020,IN,54080,NULL,NULL,710,0,Not agree,Agree,2779,2594,185,10,0
27655,4/26/2021,VI,3090,NULL,NULL,4,0,NULL,NULL,27,NULL,NULL,0,0
18032,11/17/2020,NC,328391,310292,18099,5344,680,Agree,Agree,5336,5177,159,37,4
657,2/1/2020,WA,1,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,0,NULL
17654,11/11/2020,GU,5654,NULL,NULL,0,0,Not agree,Not agree,91,NULL,NULL,0,0
17890,11/15/2020,DE,29339,28091,1248,402,13,Agree,Agree,736,646,90,0,0
13078,8/26/2020,WI,77092,72260,4832,786,18,Agree,Agree,1108,1100,8,6,0
25298,3/18/2021,NV,300415,300415,0,297,0,Agree,NULL,5157,NULL,NULL,10,0
2215,2/27/2020,VI,0,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,NULL
