submission_num,submission_date,state,total_cases,confirmed_cases,probable_cases,new_case,probable_new_cases,consent_cases,consent_deaths,total_deaths,confirmed_deaths,probable_deaths,new_deaths,probable_new_deaths
12384,8/15/2020,MD,100212,NULL,NULL,519,0,NULL,NULL,3756,3609,147,8,0
13870,9/9/2020,DE,18607,17635,972,103,0,Agree,Agree,609,537,72,0,0
9870,7/4/2020,MS,35561,35032,529,436,23,Agree,Agree,1496,1463,33,21,2
12438,8/16/2020,IL,207413,206081,1332,1562,0,Agree,Agree,7955,7744,211,18,0
10411,7/13/2020,MT,1843,1843,0,2,0,Agree,Agree,32,32,0,1,0
12630,8/19/2020,MS,78913,75220,3693,894,145,Agree,Agree,2658,2509,149,27,0
2894,3/10/2020,GU,0,NULL,NULL,0,NULL,Not agree,Not agree,0,NULL,NULL,0,NULL
31945,7/7/2021,ME,69192,50602,18590,36,7,Agree,Agree,861,830,31,0,0
25562,3/23/2021,AL,512645,401332,111313,899,244,Agree,Agree,10864,8655,2209,9,3
21139,1/8/2021,IN,552903,NULL,NULL,6107,0,Not agree,Agree,8861,8542,319,68,0
11364,7/29/2020,MD,87177,NULL,NULL,892,0,NULL,NULL,3596,3456,140,11,0
8972,6/19/2020,NC,54257,54223,34,1768,3,Agree,Agree,1285,1285,0,16,0
16568,10/24/2020,CT,66052,63376,2676,0,0,Agree,Agree,4577,3674,903,0,0
17490,11/8/2020,MS,129748,110153,19595,591,247,Agree,Agree,3829,3349,480,12,4
86,1/23/2020,MI,0,NULL,NULL,0,NULL,Agree,Agree,0,NULL,NULL,0,NULL
39379,11/8/2021,IN,1035141,NULL,NULL,4850,0,Not agree,Agree,16915,16354,561,0,0
30310,6/10/2021,DE,109258,101720,7538,33,8,Agree,Agree,1679,1536,143,2,0
20758,1/1/2021,WI,522523,483007,39516,2085,180,Agree,Agree,5254,4869,385,12,2
6808,5/14/2020,MO,11020,NULL,NULL,186,0,Not agree,Not agree,711,NULL,NULL,14,0
32119,7/10/2021,IN,757342,NULL,NULL,280,0,Not agree,Agree,13909,13483,426,7,0
14192,9/14/2020,NC,191539,187412,4127,643,41,Agree,Agree,3365,3339,26,24,2
27066,4/17/2021,CA,3614112,3614112,0,2763,0,Agree,Agree,59690,59690,0,103,0
36979,9/29/2021,IN,959409,NULL,NULL,2861,0,Not agree,Agree,15617,15125,492,67,2
3019,3/12/2020,IN,12,NULL,NULL,3,0,Not agree,Agree,0,0,0,0,0
2248,2/28/2020,MO,0,NULL,NULL,0,NULL,Not agree,Not agree,0,NULL,NULL,0,NULL
25955,3/29/2021,NH,83340,NULL,NULL,313,122,Not agree,Not agree,1237,NULL,NULL,0,0
38638,10/26/2021,WI,874942,784087,90855,2917,313,Agree,Agree,9344,8420,924,45,3
22274,1/27/2021,GU,7572,NULL,NULL,4,0,Not agree,Not agree,129,NULL,NULL,0,0
21332,1/11/2021,NC,660589,588705,71884,3934,794,Agree,Agree,8956,8160,796,91,18
12566,8/18/2020,MI,190031,172503,17528,1454,162,Agree,Agree,6711,6393,318,10,0
18057,11/17/2020,WA,137673,NULL,NULL,2600,107,NULL,NULL,2571,NULL,NULL,23,0
7654,5/28/2020,NE,13188,NULL,NULL,245,0,Not agree,Not agree,164,NULL,NULL,1,0
16171,10/17/2020,MT,22233,22233,0,638,0,Agree,Agree,240,240,0,5,0
21690,1/17/2021,MS,256535,165906,90629,1222,640,Agree,Agree,6316,4547,1769,25,14
11770,8/5/2020,DE,15740,14794,946,70,0,Agree,Agree,587,517,70,0,0
32375,7/14/2021,NH,99840,NULL,NULL,40,20,Not agree,Not agree,1381,NULL,NULL,0,0
16534,10/23/2020,NE,62931,NULL,NULL,1303,0,Not agree,Not agree,591,NULL,NULL,4,0
27857,4/30/2021,ID,187656,150349,37307,177,33,Agree,Agree,2046,1784,262,1,0
13046,8/26/2020,MI,200147,181674,18473,1292,125,Agree,Agree,6793,6475,318,10,0
24678,3/8/2021,IL,1199517,1199517,0,1182,0,Agree,Agree,23020,20767,2253,6,2
17673,11/11/2020,ND,59173,59173,0,1800,0,Agree,Not agree,697,NULL,NULL,11,0
30194,6/8/2021,GU,8224,NULL,NULL,9,3,Not agree,Not agree,139,NULL,NULL,0,0
18558,11/26/2020,IL,697489,697489,0,12022,0,Agree,Agree,12596,11963,633,156,25
20131,12/22/2020,MT,77947,77947,0,623,0,Agree,Agree,895,895,0,14,0
11938,8/7/2020,WI,63028,58768,4260,1043,54,Agree,Agree,997,990,7,12,0
13118,8/27/2020,NV,67491,67220,271,553,-1,Agree,NULL,1300,NULL,NULL,21,0
37386,10/6/2021,CA,4734051,4524853,209198,5386,0,Agree,Agree,69184,69184,0,157,0
23613,2/18/2021,ND,99153,94150,5003,119,38,Agree,Not agree,1435,NULL,NULL,0,0
11766,8/5/2020,CA,524722,524722,0,5295,0,Agree,Agree,9520,9520,0,171,0
29777,6/1/2021,ID,192305,153906,38399,227,15,Agree,Agree,2090,1822,268,0,0
24614,3/7/2021,GU,7751,NULL,NULL,2,0,Not agree,Not agree,133,NULL,NULL,0,0
16930,10/30/2020,DE,25100,23952,1148,199,8,Agree,Agree,708,621,87,19,6
1210,2/11/2020,DE,0,NULL,NULL,0,NULL,Agree,Agree,0,NULL,NULL,0,NULL
36610,9/23/2021,DE,129874,119388,10486,643,100,Agree,Agree,1942,1777,165,13,1
39362,11/8/2021,AL,837252,616900,220352,995,543,Agree,Agree,15882,12273,3609,48,11
30878,6/19/2021,NV,329086,NULL,NULL,211,0,NULL,NULL,5649,NULL,NULL,0,0
868,2/5/2020,MO,0,NULL,NULL,0,NULL,Not agree,Not agree,0,NULL,NULL,0,NULL
31218,6/25/2021,IL,1390432,1390432,0,292,0,Agree,Agree,25637,23199,2438,7,-1
26226,4/3/2021,CA,3577951,3577951,0,4877,0,Agree,Agree,58404,58404,0,135,0
5897,4/29/2020,ID,1984,1831,153,32,11,Agree,Agree,60,43,17,0,0
11011,7/23/2020,MT,3037,3037,0,128,0,Agree,Agree,45,45,0,3,0
7470,5/25/2020,MS,15416,15302,114,299,3,Agree,Agree,949,935,14,13,0
7217,5/21/2020,ID,2534,2301,233,28,5,Agree,Agree,77,57,20,0,0
36398,9/19/2021,NV,411578,411578,0,737,0,Agree,NULL,6867,NULL,NULL,11,0
38544,10/25/2021,MD,557192,NULL,NULL,1109,0,NULL,NULL,10827,10596,231,21,0
30858,6/19/2021,IL,1388939,1388939,0,251,0,Agree,Agree,25566,23133,2433,0,0
18808,11/30/2020,MO,338119,NULL,NULL,6712,1013,Not agree,Not agree,5104,NULL,NULL,56,0
29068,5/20/2021,MO,595459,NULL,NULL,621,190,Not agree,Not agree,9005,NULL,NULL,9,0
20130,12/22/2020,MS,202693,143351,59342,2223,1140,Agree,Agree,5230,4056,1174,37,20
14846,9/25/2020,MI,237401,215175,22226,1042,89,Agree,Agree,7063,6733,330,13,0
10197,7/9/2020,WA,38555,NULL,NULL,646,1,NULL,NULL,1409,NULL,NULL,15,0
11791,8/5/2020,MT,4593,4593,0,164,0,Agree,Agree,66,66,0,1,0
6993,5/17/2020,ND,1900,1900,0,52,0,Agree,Not agree,43,NULL,NULL,1,0
38777,10/29/2021,ID,290872,231343,59529,1076,232,Agree,Agree,3534,2949,585,25,6
8018,6/3/2020,NV,8951,8935,16,121,16,Agree,NULL,445,NULL,NULL,25,16
33439,8/1/2021,IN,773163,NULL,NULL,932,0,Not agree,Agree,14004,13575,429,0,0
38613,10/26/2021,ND,146387,125333,21054,643,311,Agree,Not agree,1746,NULL,NULL,11,0
18333,11/22/2020,ND,73397,73397,0,714,0,Agree,Not agree,846,NULL,NULL,6,0
37870,10/14/2021,DE,138938,127411,11527,494,73,Agree,Agree,2005,1838,167,0,0
10208,7/10/2020,CT,47287,45308,1979,78,-6,Agree,Agree,4348,3476,872,0,0
24018,2/25/2021,IL,1181226,1181226,0,1884,0,Agree,Agree,22607,20406,2201,32,0
30871,6/19/2021,MT,113185,101006,12179,18,-1,Agree,Agree,1651,1651,0,0,0
25037,3/14/2021,ID,175236,141312,33924,0,0,Agree,Agree,1910,1677,233,0,0
12198,8/12/2020,IL,199893,198593,1300,1645,0,Agree,Agree,7881,7672,209,15,0
716,2/2/2020,VT,0,NULL,NULL,0,NULL,Not agree,Not agree,0,NULL,NULL,0,NULL
13808,9/8/2020,CT,53782,51594,2188,417,44,Agree,Agree,4474,3589,885,6,0
20978,1/5/2021,NV,235455,235455,0,2423,0,Agree,NULL,3235,NULL,NULL,29,0
33074,7/26/2021,GU,8514,NULL,NULL,8,0,Not agree,Not agree,143,NULL,NULL,0,0
2006,2/24/2020,MI,0,NULL,NULL,0,NULL,Agree,Agree,0,NULL,NULL,0,NULL
28598,5/12/2021,NV,319714,319714,0,464,0,Agree,NULL,5515,NULL,NULL,6,0
16588,10/24/2020,MO,182455,NULL,NULL,1278,85,Not agree,Not agree,3236,NULL,NULL,14,0
37648,10/10/2021,MO,834172,NULL,NULL,730,86,Not agree,Not agree,11694,NULL,NULL,0,0
10168,7/9/2020,MO,33505,NULL,NULL,1205,7,Not agree,Not agree,1167,NULL,NULL,8,0
24398,3/3/2021,NV,294684,294684,0,395,0,Agree,NULL,4987,NULL,NULL,20,0
17875,11/14/2020,VI,1434,NULL,NULL,0,0,NULL,NULL,23,NULL,NULL,0,0
5010,4/14/2020,MS,4582,4557,25,219,0,Agree,Agree,331,330,1,20,0
20438,12/27/2020,NV,217509,217509,0,1856,0,Agree,NULL,2952,NULL,NULL,8,0
14170,9/14/2020,DE,19163,18187,976,84,0,Agree,Agree,618,545,73,1,1
13879,9/9/2020,IN,101485,NULL,NULL,705,0,Not agree,Agree,3378,3164,214,17,0
16955,10/30/2020,NH,10884,NULL,NULL,116,36,Not agree,Not agree,482,NULL,NULL,0,0
15358,10/3/2020,WI,138002,130798,7204,3054,162,Agree,Agree,1383,1372,11,20,1
25532,3/22/2021,NC,899684,777869,121815,976,263,Agree,Agree,12596,11136,1460,9,1
2168,2/27/2020,CT,0,NULL,NULL,0,NULL,Agree,Agree,0,NULL,NULL,0,NULL
38251,10/20/2021,MT,168513,142383,26130,1245,397,Agree,Agree,2225,2225,0,19,0
4078,3/29/2020,WI,989,NULL,NULL,0,NULL,Agree,Agree,13,NULL,NULL,0,NULL
33625,8/4/2021,ME,70997,51743,19254,140,54,Agree,Agree,900,850,50,0,0
23190,2/11/2021,MS,287265,179803,107462,611,341,Agree,Agree,6850,4795,2055,12,6
8911,6/18/2020,MT,666,666,0,36,0,Agree,Agree,20,20,0,0,0
19218,12/7/2020,IL,796264,796264,0,8691,0,Agree,Agree,14216,13343,873,100,12
32697,7/19/2021,WA,461847,NULL,NULL,891,133,NULL,NULL,6043,NULL,NULL,1,0
19648,12/14/2020,MO,391522,NULL,NULL,5441,979,Not agree,Not agree,5987,NULL,NULL,64,0
12258,8/13/2020,IL,201727,200427,1300,1834,0,Agree,Agree,7905,7696,209,24,0
2375,3/1/2020,NH,0,NULL,NULL,0,NULL,Not agree,Not agree,0,NULL,NULL,0,NULL
5997,4/30/2020,WA,14408,NULL,NULL,274,0,NULL,NULL,814,NULL,NULL,13,0
37498,10/7/2021,WI,831493,745802,85691,3213,243,Agree,Agree,8989,8092,897,19,0
20674,12/31/2020,NE,167233,NULL,NULL,1473,0,Not agree,Not agree,1651,NULL,NULL,40,0
3737,3/24/2020,ID,71,NULL,NULL,20,NULL,Agree,Agree,0,NULL,NULL,0,NULL
14598,9/21/2020,IL,277933,275735,2198,1477,0,Agree,Agree,8693,8457,236,7,0
16459,10/22/2020,IN,155246,NULL,NULL,2850,0,Not agree,Agree,4053,3832,221,44,0
34895,8/25/2021,NH,105883,NULL,NULL,294,0,Not agree,Not agree,1408,NULL,NULL,3,0
3598,3/21/2020,WI,281,NULL,NULL,75,NULL,Agree,Agree,4,NULL,NULL,1,NULL
18934,12/2/2020,NE,131736,NULL,NULL,2488,0,Not agree,Not agree,1128,NULL,NULL,48,0
20138,12/22/2020,NV,206974,206974,0,1090,0,Agree,NULL,2825,NULL,NULL,38,0
29308,5/24/2021,MO,596914,NULL,NULL,463,190,Not agree,Not agree,9062,NULL,NULL,56,0
6415,5/7/2020,VI,68,NULL,NULL,2,0,NULL,NULL,4,NULL,NULL,0,0
26438,4/6/2021,NV,305652,305652,0,295,0,Agree,NULL,5297,NULL,NULL,22,0
24875,3/11/2021,NH,77764,NULL,NULL,301,131,Not agree,Not agree,1191,NULL,NULL,4,2
30384,6/11/2021,MD,461183,NULL,NULL,86,0,NULL,NULL,9683,9464,219,6,1
36564,9/22/2021,MD,523760,NULL,NULL,1405,0,NULL,NULL,10348,10120,228,16,0
23046,2/9/2021,CA,3354591,3354591,0,8251,0,Agree,Agree,43905,43905,0,170,0
22694,2/3/2021,GU,7622,NULL,NULL,4,0,Not agree,Not agree,129,NULL,NULL,0,0
2166,2/27/2020,CA,33,33,0,2,0,Agree,Agree,0,0,0,0,0
19586,12/13/2020,MI,538939,495999,42940,2307,216,Agree,Agree,11882,11273,609,128,15
14838,9/25/2020,IL,286374,283885,2489,2805,291,Agree,Agree,8807,8563,244,33,8
20466,12/28/2020,CA,2155976,2155976,0,33170,0,Agree,Agree,24195,24195,0,74,0
34346,8/16/2021,MI,1032520,922687,109833,1298,112,Agree,Agree,21304,20030,1274,6,1
31650,7/2/2021,MS,322654,197310,125344,158,65,Agree,Agree,7494,5164,2330,4,1
5675,4/25/2020,NH,1787,NULL,NULL,67,0,Not agree,Not agree,60,NULL,NULL,7,0
21692,1/17/2021,NC,706258,626417,79841,3938,650,Agree,Agree,9596,8670,926,101,22
18486,11/25/2020,CA,1144049,1144049,0,18350,0,Agree,Agree,18930,18930,0,113,0
39838,11/15/2021,WI,928290,829883,98407,7069,557,Agree,Agree,9706,8747,959,27,2
10718,7/18/2020,NV,34689,34477,212,1186,4,Agree,NULL,672,NULL,NULL,9,0
27453,4/23/2021,ND,106656,98817,7839,119,62,Agree,Not agree,1486,NULL,NULL,0,0
11010,7/23/2020,MS,56587,54851,1736,1137,77,Agree,Agree,2059,1975,84,40,6
11070,7/24/2020,MS,57790,55978,1812,1203,76,Agree,Agree,2076,1992,84,17,0
29614,5/29/2021,NE,223477,NULL,NULL,12,0,Not agree,Not agree,2249,NULL,NULL,0,0
32974,7/24/2021,NE,227240,NULL,NULL,98,0,Not agree,Not agree,2277,NULL,NULL,0,0
25268,3/18/2021,CT,295484,274543,20941,1156,116,Agree,Agree,7822,6436,1386,15,-1
6977,5/17/2020,ID,2419,2203,216,0,0,Agree,Agree,73,73,0,0,-20
25351,3/19/2021,MT,102768,95831,6937,152,39,Agree,Agree,1409,1409,0,3,0
3295,3/16/2020,VI,2,NULL,NULL,1,NULL,NULL,NULL,0,NULL,NULL,0,NULL
10617,7/16/2020,WA,44292,NULL,NULL,1262,1,NULL,NULL,1427,NULL,NULL,6,0
33730,8/6/2021,DE,112298,104274,8024,228,26,Agree,Agree,1833,1676,157,0,0
37898,10/14/2021,NV,440500,430170,10330,707,92,Agree,NULL,7412,NULL,NULL,45,0
4630,4/8/2020,DE,1221,1206,15,115,7,Agree,Agree,19,NULL,NULL,3,NULL
8474,6/11/2020,GU,182,NULL,NULL,-1,0,Not agree,Not agree,5,NULL,NULL,0,0
28675,5/13/2021,VI,3261,NULL,NULL,5,0,NULL,NULL,27,NULL,NULL,0,0
38215,10/19/2021,VI,7085,NULL,NULL,6,0,NULL,NULL,78,NULL,NULL,0,0
15985,10/14/2020,ME,5836,5206,630,20,5,Agree,Agree,144,143,1,1,0
685,2/2/2020,ME,0,NULL,NULL,0,NULL,Agree,Agree,0,NULL,NULL,0,NULL
12428,8/16/2020,CT,50897,48887,2010,0,0,Agree,Agree,4453,3569,884,0,0
26138,4/1/2021,NV,304112,304112,0,350,0,Agree,NULL,5256,NULL,NULL,7,0
28577,5/12/2021,ID,189586,151802,37784,225,58,Agree,Agree,2064,1802,262,6,0
19704,12/15/2020,MD,241767,NULL,NULL,2405,0,NULL,NULL,5539,5356,183,49,1
8576,6/12/2020,VT,1030,NULL,NULL,9,0,Not agree,Not agree,54,NULL,NULL,0,0
16870,10/29/2020,DE,24901,23761,1140,191,9,Agree,Agree,689,608,81,1,0
22526,1/31/2021,MI,653662,596849,56813,1000,185,Agree,Agree,15824,14878,946,55,4
29774,6/1/2021,GU,8187,NULL,NULL,14,7,Not agree,Not agree,139,NULL,NULL,0,0
18566,11/26/2020,MI,461924,424852,37072,2494,201,Agree,Agree,9715,9273,442,90,3
32695,7/19/2021,VI,4215,NULL,NULL,15,0,NULL,NULL,32,NULL,NULL,0,0
2582,3/5/2020,AL,0,0,0,0,0,Agree,Agree,1,0,1,0,0
377,1/28/2020,ID,0,NULL,NULL,0,NULL,Agree,Agree,0,NULL,NULL,0,NULL
15730,10/10/2020,DE,22286,21214,1072,132,3,Agree,Agree,654,574,80,3,0
25808,3/27/2021,CT,305210,282328,22882,0,0,Agree,Agree,7865,6463,1402,0,0
25766,3/26/2021,MI,768951,693248,75703,5846,867,Agree,Agree,17133,16105,1028,21,2
37584,10/9/2021,MD,543552,NULL,NULL,666,0,NULL,NULL,10588,10358,230,5,0
6657,5/11/2020,WA,17266,NULL,NULL,240,0,NULL,NULL,945,NULL,NULL,14,0
18246,11/21/2020,CA,1087714,1087714,0,15442,0,Agree,Agree,18681,18681,0,88,0
8998,6/19/2020,WI,26852,24154,2698,310,32,Agree,Agree,736,730,6,11,0
7270,5/22/2020,DE,8819,7972,847,111,7,Agree,Agree,324,301,23,2,0
34893,8/25/2021,ND,116022,105466,10556,356,58,Agree,Not agree,1556,NULL,NULL,3,0
978,2/7/2020,IL,2,NULL,NULL,0,NULL,Agree,Agree,0,NULL,NULL,0,NULL
36548,9/22/2021,CT,386672,350508,36164,490,1,Agree,Agree,8484,6981,1503,7,-1
26228,4/3/2021,CT,313956,289591,24365,0,0,Agree,Agree,7904,6497,1407,0,0
29298,5/24/2021,IL,1376441,1376441,0,933,0,Agree,Agree,25011,22633,2378,10,0
36514,9/21/2021,NE,261080,261080,0,881,0,Agree,Agree,2382,2382,0,3,0
17768,11/13/2020,CT,88645,82854,5791,2746,108,Agree,Agree,4737,3807,930,11,2
17198,11/3/2020,NV,103025,103025,0,911,0,Agree,NULL,1807,NULL,NULL,23,0
11286,7/28/2020,CA,466550,466550,0,6000,0,Agree,Agree,8436,8436,0,24,0
29418,5/26/2021,IL,1378388,1378388,0,1139,0,Agree,Agree,25057,22676,2381,28,2
16465,10/22/2020,ME,6095,5442,653,35,4,Agree,Agree,146,145,1,0,0
30032,6/5/2021,NC,1002445,854297,148148,482,127,Agree,Agree,13418,11830,1588,6,3
13262,8/30/2020,AL,124486,115484,9002,786,125,Agree,Agree,3340,2927,413,14,2
34150,8/13/2021,DE,113853,105558,8295,271,51,Agree,Agree,1837,1680,157,0,0
37410,10/6/2021,MS,493670,283787,209883,1112,638,Agree,Agree,9778,6552,3226,6,4
7414,5/24/2020,NE,12103,NULL,NULL,170,0,Not agree,Not agree,150,NULL,NULL,3,0
15677,10/9/2020,ID,47088,42260,4828,662,142,Agree,Agree,506,464,42,3,1
7224,5/21/2020,MD,44424,NULL,NULL,893,0,NULL,NULL,2282,2174,108,24,0
32075,7/9/2021,NH,99708,NULL,NULL,23,0,Not agree,Not agree,1375,NULL,NULL,1,0
34498,8/18/2021,WI,710975,641553,69422,1685,380,Agree,Agree,8353,7499,854,17,1
18090,11/18/2020,MS,142161,117153,25008,1226,508,Agree,Agree,4054,3490,564,25,13
28318,5/7/2021,WI,665210,602265,62945,749,87,Agree,Agree,7625,6884,741,11,4
15266,10/2/2020,MI,244667,221634,23033,1071,113,Agree,Agree,7152,6821,331,11,1
10677,7/17/2020,WA,45046,NULL,NULL,754,2,NULL,NULL,1434,NULL,NULL,7,0
16715,10/26/2020,NH,10397,NULL,NULL,69,17,Not agree,Not agree,475,NULL,NULL,2,2
34410,8/17/2021,MS,396394,236754,159640,4085,2557,Agree,Agree,7931,5450,2481,0,0
26455,4/6/2021,VI,2945,NULL,NULL,0,0,NULL,NULL,26,NULL,NULL,0,0
21014,1/6/2021,GU,7386,NULL,NULL,27,0,Not agree,Not agree,124,NULL,NULL,1,0
4022,3/29/2020,AL,874,833,41,79,2,Agree,Agree,32,29,3,5,0
9154,6/22/2020,NE,17858,NULL,NULL,176,0,Not agree,Not agree,249,NULL,NULL,5,0
29582,5/29/2021,AL,544330,420003,124327,130,31,Agree,Agree,11353,9048,2305,5,2
6716,5/12/2020,VT,849,NULL,NULL,1,0,Not agree,Not agree,52,NULL,NULL,0,0
39748,11/14/2021,MO,872736,NULL,NULL,740,91,Not agree,Not agree,12344,NULL,NULL,0,0
9865,7/4/2020,ME,3397,3012,385,0,0,Agree,Agree,107,107,0,0,-1
17378,11/6/2020,NV,106922,106922,0,1562,0,Agree,NULL,1845,NULL,NULL,21,0
12057,8/9/2020,WA,63200,NULL,NULL,606,0,NULL,NULL,1688,NULL,NULL,0,0
21446,1/13/2021,MI,623278,571369,51909,2198,274,Agree,Agree,14847,13986,861,62,6
24452,3/4/2021,NC,872048,757700,114348,1909,503,Agree,Agree,12330,10904,1426,21,2
32594,7/18/2021,GU,8478,NULL,NULL,1,0,Not agree,Not agree,143,NULL,NULL,1,0
8124,6/5/2020,MD,57482,NULL,NULL,712,0,NULL,NULL,2847,2723,124,34,3
34378,8/16/2021,WI,707327,638571,68756,824,81,Agree,Agree,8324,7471,853,2,2
36726,9/25/2021,CA,4653610,4448666,204944,0,0,Agree,Agree,68087,68087,0,0,0
22955,2/7/2021,NH,68379,NULL,NULL,318,91,Not agree,Not agree,1104,NULL,NULL,6,2
29011,5/19/2021,MT,110992,100656,10336,131,22,Agree,Agree,1602,1602,0,0,0
14762,9/24/2020,AL,148540,133134,15406,2191,1409,Agree,Agree,3892,3385,507,13,3
9366,6/26/2020,CA,200461,200461,0,4890,0,Agree,Agree,5717,5717,0,114,0
39025,11/2/2021,ME,105121,75075,30046,4,5,Agree,Agree,1179,1091,88,0,0
20777,1/2/2021,ID,142199,117636,24563,1122,203,Agree,Agree,1448,1281,167,12,0
10594,7/16/2020,NE,22014,NULL,NULL,151,0,Not agree,Not agree,299,NULL,NULL,8,0
3211,3/15/2020,MT,7,NULL,NULL,6,NULL,Agree,Agree,0,NULL,NULL,0,NULL
20733,1/1/2021,ND,92891,89829,3062,121,22,Agree,Not agree,1310,NULL,NULL,1,0
39655,11/12/2021,VI,7344,NULL,NULL,15,0,NULL,NULL,84,NULL,NULL,0,0
19046,12/4/2020,MI,505282,465160,40122,4948,370,Agree,Agree,10665,10164,501,137,12
34135,8/12/2021,VI,5169,NULL,NULL,76,0,NULL,NULL,41,NULL,NULL,0,0
8674,6/14/2020,NE,16666,NULL,NULL,105,0,Not agree,Not agree,216,NULL,NULL,0,0
18275,11/21/2020,NH,17281,NULL,NULL,484,154,Not agree,Not agree,508,NULL,NULL,1,0
2217,2/27/2020,WA,1,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,0,NULL
2539,3/4/2020,IN,0,NULL,NULL,0,0,Not agree,Agree,0,0,0,0,0
17254,11/4/2020,NE,77049,NULL,NULL,1983,0,Not agree,Not agree,669,NULL,NULL,9,0
31497,6/29/2021,WA,451248,NULL,NULL,318,58,NULL,NULL,5920,NULL,NULL,9,0
36518,9/21/2021,NV,413547,413547,0,1230,0,Agree,NULL,6918,NULL,NULL,38,0
8914,6/18/2020,NE,17335,NULL,NULL,161,0,Not agree,Not agree,240,NULL,NULL,6,0
34164,8/13/2021,MD,479083,NULL,NULL,1016,0,NULL,NULL,9887,9666,221,9,0
35494,9/4/2021,NE,248214,NULL,NULL,447,0,Not agree,Not agree,2347,NULL,NULL,0,0
38558,10/25/2021,NV,447173,436276,10897,1496,118,Agree,NULL,7547,NULL,NULL,24,0
37030,9/30/2021,DE,132963,122061,10902,531,98,Agree,Agree,1954,1788,166,1,0
14075,9/12/2020,NH,7652,NULL,NULL,32,0,Not agree,Not agree,435,NULL,NULL,1,0
4198,3/31/2020,WI,1351,NULL,NULL,130,NULL,Agree,Agree,16,NULL,NULL,2,NULL
17590,11/10/2020,DE,27495,26295,1200,240,6,Agree,Agree,724,637,87,2,0
16558,10/23/2020,WI,200466,190478,9988,4643,265,Agree,Agree,1774,1745,29,49,7
13171,8/28/2020,MT,7063,7063,0,134,0,Agree,Agree,100,100,0,2,0
19938,12/19/2020,IL,894367,894367,0,7562,0,Agree,Agree,16326,15123,1203,120,12
10990,7/23/2020,DE,14495,13550,945,76,1,Agree,Agree,529,471,58,0,0
4232,4/1/2020,NC,2526,2522,4,212,0,Agree,Agree,16,16,0,3,0
6302,5/6/2020,AL,8756,8574,182,248,1,Agree,Agree,491,468,23,11,0
7948,6/2/2020,MO,14577,NULL,NULL,217,2,Not agree,Not agree,911,NULL,NULL,4,0
37022,9/30/2021,AL,796295,597085,199210,1916,547,Agree,Agree,15074,11660,3414,28,8
32493,7/16/2021,ND,111000,101727,9273,25,8,Agree,Not agree,1537,NULL,NULL,1,0
25326,3/19/2021,CA,3538821,3538821,0,3287,0,Agree,Agree,56027,56027,0,232,0
17290,11/5/2020,DE,26204,25023,1181,295,1,Agree,Agree,716,629,87,0,0
27815,4/29/2021,NH,94676,NULL,NULL,271,54,Not agree,Not agree,1301,NULL,NULL,5,0
18497,11/25/2020,ID,96503,82063,14440,1773,419,Agree,Agree,895,827,68,21,2
22330,1/28/2021,DE,78229,74547,3682,447,42,Agree,Agree,1075,968,107,3,0
14972,9/27/2020,NC,209534,204018,5516,815,51,Agree,Agree,3738,3696,42,26,2
30092,6/6/2021,NC,1002750,854515,148235,305,87,Agree,Agree,13424,11836,1588,6,0
31352,6/27/2021,NC,1010742,860257,150485,252,68,Agree,Agree,13532,11929,1603,1,0
2558,3/4/2020,NV,0,NULL,NULL,0,NULL,Agree,NULL,0,NULL,NULL,0,NULL
35186,8/30/2021,MI,1060343,946698,113645,1880,206,Agree,Agree,21548,20257,1291,8,1
8597,6/13/2020,ID,3399,3061,338,46,8,Agree,Agree,87,67,20,0,0
9214,6/23/2020,NE,17966,NULL,NULL,108,0,Not agree,Not agree,256,NULL,NULL,7,0
4585,4/7/2020,ME,519,NULL,NULL,20,NULL,Agree,Agree,12,NULL,NULL,2,NULL
31591,7/1/2021,MT,113821,101554,12267,66,15,Agree,Agree,1666,1666,0,1,0
18610,11/27/2020,DE,34804,33448,1356,511,7,Agree,Agree,763,671,92,2,1
14837,9/25/2020,ID,39757,36232,3525,523,55,Agree,Agree,458,421,37,1,-1
10705,7/18/2020,ME,3646,3252,394,2,0,Agree,Agree,117,117,0,0,-1
28438,5/9/2021,WI,666180,603098,63082,338,30,Agree,Agree,7652,6904,748,0,0
4878,4/12/2020,IL,20852,NULL,NULL,1672,NULL,Agree,Agree,720,NULL,NULL,43,NULL
34630,8/21/2021,DE,116461,107806,8655,388,41,Agree,Agree,1854,1697,157,3,0
11359,7/29/2020,IN,64299,NULL,NULL,621,0,Not agree,Agree,2912,2722,190,8,0
15178,9/30/2020,WI,129123,122274,6849,2459,140,Agree,Agree,1337,1327,10,27,0
8786,6/16/2020,MI,109874,100051,9823,830,86,Agree,Agree,6177,5874,303,8,0
6186,5/4/2020,CA,54937,54937,0,1321,0,Agree,Agree,2178,2178,0,40,0
2485,3/3/2020,ME,0,NULL,NULL,0,NULL,Agree,Agree,0,NULL,NULL,0,NULL
12035,8/9/2020,NH,6831,NULL,NULL,13,0,Not agree,Not agree,419,NULL,NULL,0,0
28978,5/18/2021,WI,670362,606755,63607,558,77,Agree,Agree,7726,6971,755,14,1
11311,7/28/2020,MT,3667,3667,0,286,0,Agree,Agree,52,52,0,5,0
19532,12/12/2020,NC,450180,415602,34578,6592,974,Agree,Agree,6469,6148,321,69,12
